1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2
1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4
2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1
1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2
1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3
1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4	1112	4
1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3	1121	3
2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1	2111	1
1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2	1211	2
